"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"09/05/2017","AQS","360610135","1","0.048","ppm","44","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/06/2017","AQS","360610135","1","0.029","ppm","27","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/07/2017","AQS","360610135","1","0.037","ppm","34","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/08/2017","AQS","360610135","1","0.031","ppm","29","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/09/2017","AQS","360610135","1","0.022","ppm","20","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/10/2017","AQS","360610135","1","0.027","ppm","25","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/11/2017","AQS","360610135","1","0.033","ppm","31","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/12/2017","AQS","360610135","1","0.032","ppm","30","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/13/2017","AQS","360610135","1","0.033","ppm","31","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/14/2017","AQS","360610135","1","0.033","ppm","31","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/15/2017","AQS","360610135","1","0.039","ppm","36","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/16/2017","AQS","360610135","1","0.052","ppm","48","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/17/2017","AQS","360610135","1","0.054","ppm","50","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/18/2017","AQS","360610135","1","0.021","ppm","19","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/19/2017","AQS","360610135","1","0.021","ppm","19","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/20/2017","AQS","360610135","1","0.025","ppm","23","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/21/2017","AQS","360610135","1","0.026","ppm","24","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/22/2017","AQS","360610135","1","0.038","ppm","35","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/23/2017","AQS","360610135","1","0.045","ppm","42","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/24/2017","AQS","360610135","1","0.055","ppm","51","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/25/2017","AQS","360610135","1","0.049","ppm","45","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/26/2017","AQS","360610135","1","0.038","ppm","35","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/27/2017","AQS","360610135","1","0.015","ppm","14","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/28/2017","AQS","360610135","1","0.03","ppm","28","CCNY","16","94.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/29/2017","AQS","360610135","1","0.031","ppm","29","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"09/30/2017","AQS","360610135","1","0.024","ppm","22","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/01/2017","AQS","360610135","1","0.036","ppm","33","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/02/2017","AQS","360610135","1","0.037","ppm","34","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/03/2017","AQS","360610135","1","0.028","ppm","26","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/04/2017","AQS","360610135","1","0.037","ppm","34","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/05/2017","AQS","360610135","1","0.041","ppm","38","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/06/2017","AQS","360610135","1","0.04","ppm","37","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/07/2017","AQS","360610135","1","0.03","ppm","28","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/08/2017","AQS","360610135","1","0.011","ppm","10","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/09/2017","AQS","360610135","1","0.02","ppm","19","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/10/2017","AQS","360610135","1","0.03","ppm","28","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/11/2017","AQS","360610135","1","0.03","ppm","28","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/12/2017","AQS","360610135","1","0.03","ppm","28","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/13/2017","AQS","360610135","1","0.028","ppm","26","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/14/2017","AQS","360610135","1","0.022","ppm","20","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/15/2017","AQS","360610135","1","0.026","ppm","24","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/16/2017","AQS","360610135","1","0.023","ppm","21","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/17/2017","AQS","360610135","1","0.021","ppm","19","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/18/2017","AQS","360610135","1","0.024","ppm","22","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/19/2017","AQS","360610135","1","0.029","ppm","27","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/20/2017","AQS","360610135","1","0.034","ppm","31","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/21/2017","AQS","360610135","1","0.028","ppm","26","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/22/2017","AQS","360610135","1","0.042","ppm","39","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/23/2017","AQS","360610135","1","0.036","ppm","33","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/24/2017","AQS","360610135","1","0.03","ppm","28","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/25/2017","AQS","360610135","1","0.019","ppm","18","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/26/2017","AQS","360610135","1","0.026","ppm","24","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/27/2017","AQS","360610135","1","0.025","ppm","23","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/28/2017","AQS","360610135","1","0.045","ppm","42","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/29/2017","AQS","360610135","1","0.036","ppm","33","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/30/2017","AQS","360610135","1","0.026","ppm","24","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"10/31/2017","AQS","360610135","1","0.024","ppm","22","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/01/2017","AQS","360610135","1","0.004","ppm","4","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/02/2017","AQS","360610135","1","0.021","ppm","19","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/03/2017","AQS","360610135","1","0.025","ppm","23","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/04/2017","AQS","360610135","1","0.025","ppm","23","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/05/2017","AQS","360610135","1","0.016","ppm","15","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/06/2017","AQS","360610135","1","0.017","ppm","16","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/07/2017","AQS","360610135","1","0.012","ppm","11","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/08/2017","AQS","360610135","1","0.011","ppm","10","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/09/2017","AQS","360610135","1","0.018","ppm","17","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/10/2017","AQS","360610135","1","0.031","ppm","29","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/11/2017","AQS","360610135","1","0.029","ppm","27","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/12/2017","AQS","360610135","1","0.021","ppm","19","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/13/2017","AQS","360610135","1","0.016","ppm","15","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/14/2017","AQS","360610135","1","0.023","ppm","21","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/15/2017","AQS","360610135","1","0.019","ppm","18","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/16/2017","AQS","360610135","1","0.021","ppm","19","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/17/2017","AQS","360610135","1","0.029","ppm","27","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/18/2017","AQS","360610135","1","0.029","ppm","27","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/19/2017","AQS","360610135","1","0.026","ppm","24","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/20/2017","AQS","360610135","1","0.027","ppm","25","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/21/2017","AQS","360610135","1","0.023","ppm","21","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/22/2017","AQS","360610135","1","0.023","ppm","21","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/23/2017","AQS","360610135","1","0.027","ppm","25","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/24/2017","AQS","360610135","1","0.011","ppm","10","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/25/2017","AQS","360610135","1","0.02","ppm","19","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/26/2017","AQS","360610135","1","0.023","ppm","21","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/27/2017","AQS","360610135","1","0.025","ppm","23","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/28/2017","AQS","360610135","1","0.026","ppm","24","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/29/2017","AQS","360610135","1","0.026","ppm","24","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"11/30/2017","AQS","360610135","1","0.008","ppm","7","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/01/2017","AQS","360610135","1","0.015","ppm","14","CCNY","13","76.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/02/2017","AQS","360610135","1","0.01","ppm","9","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/03/2017","AQS","360610135","1","0.006","ppm","6","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/04/2017","AQS","360610135","1","0.024","ppm","22","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/05/2017","AQS","360610135","1","0.022","ppm","20","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/06/2017","AQS","360610135","1","0.021","ppm","19","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/07/2017","AQS","360610135","1","0.024","ppm","22","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/08/2017","AQS","360610135","1","0.01","ppm","9","CCNY","13","76.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/09/2017","AQS","360610135","1","0.013","ppm","12","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/10/2017","AQS","360610135","1","0.018","ppm","17","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/11/2017","AQS","360610135","1","0.016","ppm","15","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/12/2017","AQS","360610135","1","0.029","ppm","27","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/13/2017","AQS","360610135","1","0.03","ppm","28","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/14/2017","AQS","360610135","1","0.025","ppm","23","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/15/2017","AQS","360610135","1","0.005","ppm","5","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/16/2017","AQS","360610135","1","0.022","ppm","20","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/17/2017","AQS","360610135","1","0.018","ppm","17","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/18/2017","AQS","360610135","1","0.005","ppm","5","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/19/2017","AQS","360610135","1","0.018","ppm","17","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/20/2017","AQS","360610135","1","0.029","ppm","27","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/21/2017","AQS","360610135","1","0.022","ppm","20","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/22/2017","AQS","360610135","1","0.003","ppm","3","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/23/2017","AQS","360610135","1","0.014","ppm","13","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/24/2017","AQS","360610135","1","0.024","ppm","22","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/25/2017","AQS","360610135","1","0.029","ppm","27","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/26/2017","AQS","360610135","1","0.03","ppm","28","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/27/2017","AQS","360610135","1","0.027","ppm","25","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/28/2017","AQS","360610135","1","0.029","ppm","27","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/29/2017","AQS","360610135","1","0.025","ppm","23","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
"12/30/2017","AQS","360610135","1","0.02","ppm","19","CCNY","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81976","-73.94825"
